chunk_size,replicat,config,filename,decompress_bandwidth_GBps,global_cr,wallclock_ms,compress_ms,compress_bandwidth_GBps,wallclock_bandwidth_GBps
1,2,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,32.0214,2790.0,1150.0,6.33158,2.60979
1,2,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.96156,1699.0,52.0,140.025,4.28565
1,2,share/roibin_sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,383.882,1746.0,108.0,67.4196,4.17028
1,2,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,48.7023,2116.0,84.0,86.6823,3.44107
1,2,share/sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4594.0,1954.0,203.0,35.8685,3.72636
1,2,share/sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1658.0,24.0,303.388,4.39162
1,3,share/blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1658.0,24.0,303.388,4.39162
1,3,share/blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1715.0,24.0,303.388,4.24566
1,3,share/blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1661.0,24.0,303.388,4.38369
1,3,share/bzip2-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08265,5505.0,3863.0,1.88489,1.32267
1,3,share/bzip2-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08233,6840.0,5093.0,1.42967,1.06452
1,3,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95874,3194.0,203.0,35.8685,2.27968
1,3,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95874,1662.0,44.0,165.484,4.38105
1,3,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95874,1729.0,44.0,165.484,4.21128
1,3,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.28216,2665.0,1034.0,7.04189,2.7322
1,3,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.29903,2728.0,1103.0,6.60137,2.6691
1,3,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.44763,1928.0,205.0,35.5186,3.77661
1,3,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,32.0214,2768.0,1131.0,6.43794,2.63053
1,3,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.96156,1679.0,45.0,161.807,4.3367
1,3,share/roibin_sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,383.882,1730.0,110.0,66.1937,4.20885
1,3,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,48.7023,1819.0,84.0,86.6823,4.00292
1,3,share/sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4594.0,1829.0,202.0,36.0461,3.98103
1,3,share/sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1707.0,24.0,303.388,4.26556
8,1,share/blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1204.0,96.0,75.847,6.0476
8,1,share/blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1269.0,96.0,75.847,5.73783
8,1,share/blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1378.0,98.0,74.2991,5.28397
8,1,share/bzip2-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08198,16407.0,15320.0,0.475281,0.443793
8,1,share/bzip2-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08366,17835.0,16714.0,0.435641,0.40826
8,1,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1286.0,153.0,47.5903,5.66198
8,1,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1258.0,152.0,47.9034,5.78801
8,1,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1246.0,152.0,47.9034,5.84375
8,1,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.28248,5103.0,4014.0,1.81398,1.42687
8,1,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.28943,5552.0,4392.0,1.65786,1.31148
8,1,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.38113,1846.0,746.0,9.76047,3.94437
8,1,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,30.6956,7129.0,5926.0,1.22871,1.02137
8,1,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.96158,1333.0,159.0,45.7944,5.46235
8,1,share/roibin_sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,391.881,1552.0,334.0,21.8003,4.69157
8,1,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,35.5391,1451.0,324.0,22.4732,5.01813
8,1,share/sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4428.99,1997.0,847.0,8.59659,3.64613
8,1,share/sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1248.0,96.0,75.847,5.83438
8,2,share/blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1244.0,97.0,75.0651,5.85314
8,2,share/blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1241.0,98.0,74.2991,5.86729
8,2,share/blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1261.0,95.0,76.6454,5.77424
8,2,share/bzip2-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08198,16394.0,15252.0,0.4774,0.444145
8,2,share/bzip2-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08366,17938.0,16622.0,0.438053,0.405915
8,2,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1323.0,153.0,47.5903,5.50364
8,2,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1358.0,154.0,47.2812,5.36179
8,2,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1462.0,152.0,47.9034,4.98038
8,2,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.28248,5208.0,4028.0,1.80767,1.3981
8,2,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.28943,5477.0,4373.0,1.66506,1.32943
8,2,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.38113,1866.0,750.0,9.70842,3.9021
8,2,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,30.6956,6910.0,5753.0,1.26565,1.05374
8,2,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.96158,1256.0,159.0,45.7944,5.79722
8,2,share/roibin_sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,391.881,1595.0,330.0,22.0646,4.56509
8,2,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,35.5391,1547.0,324.0,22.4732,4.70673
8,2,share/sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4428.99,1945.0,842.0,8.64764,3.74361
8,2,share/sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1245.0,97.0,75.0651,5.84844
8,3,share/blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1267.0,99.0,73.5486,5.74689
8,3,share/blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1472.0,98.0,74.2991,4.94654
8,3,share/blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1259.0,98.0,74.2991,5.78341
8,3,share/bzip2-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08198,16563.0,15260.0,0.47715,0.439613
8,3,share/bzip2-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.08366,17825.0,16684.0,0.436425,0.408489
8,3,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1322.0,153.0,47.5903,5.5078
8,3,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1273.0,152.0,47.9034,5.7198
8,3,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.95875,1221.0,152.0,47.9034,5.9634
8,3,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.28248,5130.0,4027.0,1.80812,1.41936
8,3,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.28943,5439.0,4357.0,1.67118,1.33872
8,3,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4.38113,1954.0,749.0,9.72138,3.72636
8,3,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,30.6956,6950.0,5732.0,1.27029,1.04767
8,3,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,3.96158,1242.0,159.0,45.7944,5.86257
8,3,share/roibin_sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,391.881,1522.0,334.0,21.8003,4.78404
8,3,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,35.5391,1527.0,323.0,22.5428,4.76838
8,3,share/sz3.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,4428.99,1996.0,833.0,8.74107,3.64795
8,3,share/sz.json,/scratch1/robertu/chuck/cxic00318_0123_0.cxi,,1.0,1436.0,98.0,74.2991,5.07055
1,1,share/blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,57057.0,212.0,646.443,2.40191
1,1,share/blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,23187.0,224.0,611.812,5.91046
1,1,share/blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,17107.0,203.0,675.103,8.0111
1,1,share/bzip2-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.19798,62678.0,45921.0,2.98438,2.18651
1,1,share/bzip2-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.20514,64751.0,49904.0,2.74619,2.11651
1,1,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,15469.0,512.0,267.668,8.85938
1,1,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,15295.0,511.0,268.191,8.96017
1,1,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,15868.0,506.0,270.842,8.63662
1,1,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.39967,27309.0,13686.0,10.0136,5.01834
1,1,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.37541,30027.0,14438.0,9.49202,4.56409
1,1,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.902,16419.0,2611.0,52.4879,8.34678
1,1,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,10.2381,27949.0,13196.0,10.3854,4.90342
1,1,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.89548,14540.0,885.0,154.854,9.42543
1,1,share/roibin_sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,24.4328,17790.0,1866.0,73.4436,7.70353
1,1,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,12.6552,15444.0,1573.0,87.1239,8.87373
1,1,share/sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,8.04259,17013.0,3161.0,43.3552,8.05536
1,1,share/sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,14623.0,191.0,717.517,9.37194
1,2,share/blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,14068.0,192.0,713.78,9.74167
1,2,share/blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,14205.0,190.0,721.294,9.64772
1,2,share/blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,14191.0,196.0,699.213,9.65723
1,2,share/bzip2-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.19798,59759.0,45875.0,2.98737,2.29331
1,2,share/bzip2-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.20514,70255.0,55235.0,2.48114,1.95069
1,2,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,14760.0,512.0,267.668,9.28495
1,2,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,14771.0,510.0,268.717,9.27803
1,2,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,14610.0,508.0,269.775,9.38028
1,2,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.39967,29408.0,14634.0,9.36489,4.66015
1,2,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.37541,28053.0,14464.0,9.47496,4.88525
1,2,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.902,16651.0,2610.0,52.508,8.23049
1,2,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,10.2381,27571.0,13223.0,10.3642,4.97065
1,2,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.89548,14855.0,884.0,155.029,9.22557
1,2,share/roibin_sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,24.4328,15290.0,1850.0,74.0788,8.9631
1,2,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,12.6552,15564.0,1576.0,86.958,8.80531
1,2,share/sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,8.04259,16854.0,3154.0,43.4514,8.13135
1,2,share/sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,14390.0,194.0,706.422,9.52368
1,3,share/blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,13990.0,194.0,706.422,9.79598
1,3,share/blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,14627.0,193.0,710.082,9.36937
1,3,share/blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,13962.0,190.0,721.294,9.81563
1,3,share/bzip2-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.19798,59370.0,45512.0,3.0112,2.30833
1,3,share/bzip2-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.20514,63182.0,49609.0,2.76252,2.16906
1,3,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,15562.0,513.0,267.146,8.80644
1,3,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,14534.0,514.0,266.626,9.42933
1,3,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87499,14807.0,495.0,276.86,9.25548
1,3,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.39967,33393.0,17370.0,7.8898,4.10403
1,3,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.37541,27869.0,14444.0,9.48808,4.9175
1,3,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.902,17135.0,2616.0,52.3875,7.99801
1,3,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,10.2381,27227.0,13432.0,10.2029,5.03345
1,3,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.89548,14430.0,877.0,156.267,9.49728
1,3,share/roibin_sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,24.4328,17956.0,1865.0,73.483,7.63231
1,3,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,12.6552,15300.0,1569.0,87.346,8.95724
1,3,share/sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,8.04259,17347.0,3154.0,43.4514,7.90026
1,3,share/sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,14762.0,197.0,695.664,9.28369
8,1,share/blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10391.0,200.0,685.229,13.1889
8,1,share/blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10437.0,203.0,675.103,13.1308
8,1,share/blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10231.0,207.0,662.057,13.3952
8,1,share/bzip2-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.19933,56885.0,46899.0,2.92215,2.40917
8,1,share/bzip2-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.20376,61285.0,51266.0,2.67323,2.2362
8,1,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,10691.0,444.0,308.662,12.8188
8,1,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,10500.0,442.0,310.058,13.052
8,1,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,10563.0,443.0,309.359,12.9741
8,1,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.38438,23209.0,13264.0,10.3322,5.90486
8,1,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.3678,24393.0,14294.0,9.58765,5.61824
8,1,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.76123,12763.0,2403.0,57.0311,10.7377
8,1,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,11.227,23628.0,13571.0,10.0984,5.80014
8,1,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.89551,10497.0,587.0,233.468,13.0557
8,1,share/roibin_sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,28.5339,11773.0,1422.0,96.3754,11.6407
8,1,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,12.9075,11439.0,1359.0,100.843,11.9806
8,1,share/sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,7.8485,13783.0,3647.0,37.5777,9.94311
8,1,share/sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,11747.0,690.0,198.617,11.6665
8,2,share/blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10216.0,200.0,685.229,13.4148
8,2,share/blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10548.0,212.0,646.443,12.9926
8,2,share/blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10738.0,204.0,671.793,12.7627
8,2,share/bzip2-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.19933,56943.0,47048.0,2.91289,2.40672
8,2,share/bzip2-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.20376,62573.0,51617.0,2.65505,2.19018
8,2,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,10620.0,444.0,308.662,12.9045
8,2,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,10700.0,441.0,310.761,12.808
8,2,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,10512.0,439.0,312.177,13.0371
8,2,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.38438,24287.0,13322.0,10.2872,5.64276
8,2,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.3678,24534.0,14505.0,9.44818,5.58596
8,2,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.76123,12333.0,2420.0,56.6305,11.1121
8,2,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,11.227,23654.0,13585.0,10.088,5.79377
8,2,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.89551,10582.0,580.0,236.286,12.9508
8,2,share/roibin_sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,28.5339,11882.0,1417.0,96.7155,11.5339
8,2,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,12.9075,11508.0,1351.0,101.44,11.9087
8,2,share/sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,7.8485,13655.0,3631.0,37.7433,10.0363
8,2,share/sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10593.0,217.0,631.548,12.9374
8,3,share/blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10150.0,193.0,710.082,13.5021
8,3,share/blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,10188.0,202.0,678.445,13.4517
8,3,share/blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.0,11485.0,207.0,662.057,11.9326
8,3,share/bzip2-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.19933,57049.0,47137.0,2.90739,2.40225
8,3,share/bzip2-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,1.20376,60905.0,51139.0,2.67987,2.25016
8,3,share/roibin_blosc-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,11086.0,510.0,268.717,12.3621
8,3,share/roibin_blosc-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,11369.0,496.0,276.302,12.0543
8,3,share/roibin_blosc.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.87501,10483.0,445.0,307.968,13.0731
8,3,share/roibin_bzip-6.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.38438,23250.0,13376.0,10.2457,5.89444
8,3,share/roibin_bzip-9.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.3678,24284.0,14431.0,9.49663,5.64346
8,3,share/roibin_fpzip.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,4.76123,12805.0,2402.0,57.0549,10.7025
8,3,share/roibin_mgard.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,11.227,24981.0,15053.0,9.10422,5.486
8,3,share/roibin_sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,3.89551,10703.0,582.0,235.474,12.8044
8,3,share/roibin_sz.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,28.5339,11342.0,1421.0,96.4432,12.083
8,3,share/roibin_zfp.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,12.9075,11563.0,1352.0,101.365,11.8521
8,3,share/sz3.json,/scratch1/robertu/chuck/cxic0415_0101.cxi,,7.8485,13564.0,3635.0,37.7017,10.1036
